"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771303067481695971"
"StartRawTime";"1771303067511696697"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"11";"2026-02-17";"04:37:47.51";"1771303067511696697";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.80000000000000004";"0";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.4603195";"48.5492096";"44.6254005";"1"
"12";"2026-02-17";"04:37:47.61";"1771303067611696743";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"-0.00017029896071107901";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.5682602";"48.5460281";"44.5936508";"1"
"13";"2026-02-17";"04:37:47.71";"1771303067711699044";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"0.00025544846948832899";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.4000015";"48.3841286";"44.3682594";"1"
"14";"2026-02-17";"04:37:47.81";"1771303067811699891";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000068119601";"0.80000000000000004";"0";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.5650787";"48.5428581";"44.6317482";"1"
"15";"2026-02-17";"04:37:47.91";"1771303067911700417";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"0.00042574745862111702";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.7460289";"48.4158707";"44.5777817";"1"
"16";"2026-02-17";"04:37:48.01";"1771303068011700609";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"0";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.4857101";"48.5777817";"44.5587311";"1"
"17";"2026-02-17";"04:37:48.11";"1771303068111701281";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.80000000000000004";"0.00017029898913278901";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.5777817";"48.5492096";"44.6571388";"1"
"18";"2026-02-17";"04:37:48.21";"1771303068211703158";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34279";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.80000000000000004";"-0.000425747487042827";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.5555611";"48.4952393";"44.5523796";"1"
"19";"2026-02-17";"04:37:48.31";"1771303068311703787";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34280";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"8.5149480355539695E-05";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.6031799";"48.5714302";"44.6349182";"1"
"20";"2026-02-17";"04:37:48.41";"1771303068411703898";"";"227.5";"227.399994";"227.899994";"2.79999995";"3.57999992";"2.8599999";"1376";"34280";"0";"0";"44";"3.61617398";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.80000000000000004";"-8.5149508777249098E-05";"1.94522798";"100";"0.0549999997";"1.94522798";"100";"0.032800000000000003";"47.5365105";"48.5015907";"44.5460281";"1"
