"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771297786397975181"
"StartRawTime";"1771297786403974197"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"13";"2026-02-17";"03:09:46.40";"1771297786403974197";"";"227.100006";"226.699997";"227.300003";"2.77999997";"3.57999992";"2.79999995";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"0.00042574745862111702";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.5111084";"48.6190491";"44.6603203";"1"
"14";"2026-02-17";"03:09:46.50";"1771297786503978155";"";"227.100006";"226.699997";"227.300003";"2.77999997";"3.57999992";"2.79999995";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.00034059797826557802";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6634903";"48.7015915";"44.7968292";"1"
"15";"2026-02-17";"03:09:46.60";"1771297786603975061";"";"227.100006";"226.699997";"227.300003";"2.77999997";"3.57999992";"2.79999995";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"-0.00017029898913278901";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6254005";"48.831749";"44.7619095";"1"
"16";"2026-02-17";"03:09:46.70";"1771297786703976336";"";"227.100006";"226.699997";"227.300003";"2.77999997";"3.57999992";"2.79999995";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"8.5149480355539695E-05";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.5904808";"48.5428581";"44.6507912";"1"
"17";"2026-02-17";"03:09:46.80";"1771297786803977058";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999982970098";"0.80000000000000004";"-0.00017029898913278901";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.4412689";"48.4031792";"44.3936501";"1"
"18";"2026-02-17";"03:09:46.90";"1771297786903983470";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.80000000000000004";"8.5149480355539695E-05";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6127014";"48.6127014";"44.6571388";"1"
"19";"2026-02-17";"03:09:47.00";"1771297787003983205";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"0.00025544846948832899";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.5777817";"48.4984093";"44.6031799";"1"
"20";"2026-02-17";"03:09:47.10";"1771297787103979740";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000102179399";"0.80000000000000004";"0.00017029898913278901";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.5492096";"48.5999985";"44.6603203";"1"
"21";"2026-02-17";"03:09:47.20";"1771297787203981333";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6031799";"48.6063499";"44.7365112";"1"
"22";"2026-02-17";"03:09:47.30";"1771297787303982024";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999982970098";"0.80000000000000004";"-8.5149480355539695E-05";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.533329";"48.7047615";"44.6285706";"1"
"23";"2026-02-17";"03:09:47.40";"1771297787403982289";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.00025544849791003799";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6666718";"48.5936508";"44.69524";"1"
"24";"2026-02-17";"03:09:47.50";"1771297787503988410";"";"227.300003";"227";"227.5";"2.77999997";"3.5999999";"2.81999993";"1352";"28604";"0";"0";"52";"3.08044505";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.80000000000000004";"-0.00017029898913278901";"2.23701191";"115";"0.0549999997";"2.23701191";"115";"0.032800000000000003";"47.6761894";"48.533329";"44.6349182";"1"
