"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771298736795045075"
"StartRawTime";"1771298736863046015"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"30";"2026-02-17";"03:25:36.86";"1771298736863046015";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000085149497";"0.80000000000000004";"0.000510896938976657";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.5904808";"48.6571388";"44.6063499";"2"
"31";"2026-02-17";"03:25:36.96";"1771298736963047175";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.999999489103";"0.90000000000000002";"-8.5149480355539695E-05";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.526989";"48.5746002";"44.6634903";"2"
"32";"2026-02-17";"03:25:37.06";"1771298737063047859";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.90000000000000002";"-0.00017029898913278901";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.032800000000000003";"47.5968208";"48.5428581";"44.6920586";"2"
"33";"2026-02-17";"03:25:37.16";"1771298737163048590";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999914850503";"0.90000000000000002";"-8.5149480355539695E-05";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.6031799";"48.5587311";"44.6285706";"2"
"34";"2026-02-17";"03:25:37.26";"1771298737263049584";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"8.5149508777249098E-05";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.032800000000000003";"47.533329";"48.7269897";"44.6634903";"2"
"35";"2026-02-17";"03:25:37.36";"1771298737363050175";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.90000000000000002";"-0.00017029898913278901";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.4063492";"48.5523796";"44.469841";"2"
"36";"2026-02-17";"03:25:37.46";"1771298737463051456";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"0.00076634540846498599";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.5650787";"48.5523796";"44.6031799";"2"
"37";"2026-02-17";"03:25:37.56";"1771298737563052015";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29465";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999897820601";"0.90000000000000002";"-0.00025544846948832899";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.6031799";"48.5206299";"44.6063499";"2"
"38";"2026-02-17";"03:25:37.66";"1771298737663053002";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29466";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000119209301";"0.80000000000000004";"0.00076634543688669499";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.032800000000000003";"47.5587311";"48.5047607";"44.5968208";"2"
"39";"2026-02-17";"03:25:37.76";"1771298737763050513";"";"227.5";"227.100006";"227.5";"2.79999995";"3.61999989";"2.83999991";"1384";"29466";"0";"0";"30";"3.14741111";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000102179399";"0.80000000000000004";"0.00076634543688669499";"2.440377";"115";"0.0599999987";"2.440377";"115";"0.036900000000000002";"47.5682602";"48.5904808";"44.6730194";"2"
