Index,Date,ClockTime,RawTime,TraceSampID,Voltage_L1_N:REAL,Voltage_L2_N:REAL,Voltage_L3_N:REAL,Current_L1:REAL,Current_L2:REAL,Current_L3:REAL,Total_Active_Power:REAL,Total_Consumed_Energy:REAL,InvOutCurrent_Real:REAL,Machine.IMotor:REAL,KesmeZamani_s:INT,KesilenAlan_m2:REAL,AutoPar.SawDiameter:REAL,AutoPar.SawThickness:REAL,AutoPar.SawTooth:DINT,Malzeme.D_H1:REAL,Malzeme.W1:REAL,Z_Kafa_HMI:LREAL,Kafa.Act.Pos:LREAL,Kafa.Act.Trq:LREAL,Kafa.Act.Vel:LREAL,CurrentF:REAL,CurrentS:REAL,AutoPar.FeedRate1:REAL,AutoPar.FeedRate2:REAL,AutoPar.PeripSpeed:REAL,KafaCurrent_1_abs:LREAL,Z_Accelerometer:REAL,X_Accelerometer:REAL,Y_Accelerometer:REAL,KesmeZamani_min:INT
244,2026-02-17,01:14:19,1771290859106134773,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,2415791","34,2153893",16,"2,20988393","899,999878","4,19999981",60,292,115,"-50,38647461","399,6020644","-3,9","-2,85412584","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","48,2634888","48,1809502","45,0507889",0
245,2026-02-17,01:14:19,1771290859206137043,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,1835098","34,1230812",16,"2,20988393","899,999878","4,19999981",60,292,115,"-50,67367554","399,3147978","-3,6","-2,867068563","2,87363195",125,"0,0649999976","2,87363195",125,"0,1435","47,5650787","48,1238098","44,6380997",0
246,2026-02-17,01:14:19,1771290859306136907,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,4158001","34,4923096",16,"2,20988393","899,999878","4,19999981",60,292,115,"-50,96102905","399,0274625","-3,7","-2,865535872","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,6730194","48,3492088","44,2222214",0
247,2026-02-17,01:14:19,1771290859406137568,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,4738693","34,5692291",17,"2,20988393","899,999878","4,19999981",60,292,115,"-51,24838257","398,7400292","-3,7","-2,876860755","2,87363195",125,"0,0649999976","2,87363195",125,"0,1435","47,1714287","48,0317497","44,5841293",0
248,2026-02-17,01:14:20,1771290859506137836,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,7642307","35,0153809",17,"2,20988393","899,999878","4,19999981",60,292,115,"-51,53552246","398,4528593","-3,8","-2,890314375","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,5174599","48,0476189","44,6444397",0
249,2026-02-17,01:14:20,1771290859606140531,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,8223","35,1076889",17,"2,20988393","899,999878","4,19999981",60,292,115,"-51,82342529","398,1650887","-3,7","-2,862725939","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,8857193","48,2380905","44,7873001",0
250,2026-02-17,01:14:20,1771290859706140442,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,8803692","35,2000008",17,"2,20988393","899,999878","4,19999981",60,292,115,"-52,11050415","397,8779372","-3,4","-2,879159791","2,87363195",125,"0,0649999976","2,87363195",125,"0,1435","47,1714287","48,079361","44,6222191",0
251,2026-02-17,01:14:20,1771290859806141239,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19451,"22,7061596","34,9384613",17,"2,20988393","899,999878","4,19999981",60,292,115,"-52,39782715","397,5906764","-3,9","-2,858638763","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,8761902","48,3619003","43,9238091",0
252,2026-02-17,01:14:20,1771290859906142084,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,7642307","35,0153809",17,"2,20988393","899,999878","4,19999981",60,292,115,"-52,68518066","397,3032854","-4,2","-2,862215042","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,7809486","47,5396805","44,9174614",0
253,2026-02-17,01:14:20,1771290860006143097,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,7061596","34,9384613",17,"2,20988393","899,999878","4,19999981",60,292,115,"-52,97262573","397,0157683","-3,5","-2,8860569","2,87363195",125,"0,0649999976","2,87363195",125,"0,1435","47,1587296","47,9301605","44,1238098",0
254,2026-02-17,01:14:20,1771290860106144167,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,5900097","34,753849",17,"2,20988393","899,999878","4,19999981",60,292,115,"-53,26010132","396,7283816","-3,5","-2,869367599","2,87363195",125,"0,0649999976","2,87363195",125,"0,1476","47,7142906","48,1492119","44,7301598",0
255,2026-02-17,01:14:20,1771290860206145303,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,4738693","34,5692291",17,"2,20988393","899,999878","4,19999981",60,292,115,"-53,54727173","396,4410945","-3,2","-2,896870886","2,87363195",125,"0,0649999976","2,87363195",125,"0,1394","47,1777802","47,9492111","44,5428581",0
256,2026-02-17,01:14:20,1771290860306142190,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,5900097","34,753849",17,"2,20988393","899,999878","4,19999981",60,292,115,"-53,83453369","396,1539538","-4,1","-2,865706171","2,87363195",125,"0,0649999976","2,87363195",125,"0,1763","47,8254013","48,3555603","44,1841316",0
257,2026-02-17,01:14:20,1771290860406146704,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,7061596","34,9384613",18,"2,20988393","899,999878","4,19999981",60,292,115,"-54,12207031","395,8664673","-4,5","-2,843226705","2,87363195",125,"0,0649999976","2,87363195",125,"0,1722","47,7238083","48,2539711","44,8412704",0
258,2026-02-17,01:14:21,1771290860506147764,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"22,7642307","35,0153809",18,"2,20988393","899,999878","4,19999981",60,292,115,"-54,40936279","395,5790283","-3,8","-2,889292581","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,4285698","48,1777802","44,0317497",0
259,2026-02-17,01:14:21,1771290860606148707,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"23,1126595","35,5538406",18,"2,20988393","899,999878","4,19999981",60,292,115,"-54,6968689","395,2916297","-3,9","-2,859916006","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,6825409","48,0984116","44,3460312",0
260,2026-02-17,01:14:21,1771290860706150800,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"23,2868805","35,8307686",18,"2,20988393","899,999878","4,19999981",60,292,115,"-54,98406982","395,0042614","-3,3","-2,897637231","2,87363195",125,"0,0649999976","2,87363195",125,"0,1353","47,7460289","47,8888893","44,8984108",0
261,2026-02-17,01:14:21,1771290860806150425,,"227,100006","227,399994","227,800003","24,6200008","25,0400009","24,1800003",13888,19459,"23,2868805","35,8307686",18,"2,20988393","899,999878","4,19999981",60,292,115,"-55,27139282","394,7170695","-3,9","-2,878904343","2,87363195",125,"0,0649999976","2,87363195",125,"0,1722","47,4412689","48,4444504","44,3714294",0
262,2026-02-17,01:14:21,1771290860906151119,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,1707306","35,6461487",18,"2,20988393","899,999878","4,19999981",60,292,115,"-55,55886841","394,4296428","-4,5","-2,853529794","2,87363195",125,"0,0649999976","2,87363195",125,"0,1804","47,4857101","48,2888908","44,6920586",0
263,2026-02-17,01:14:21,1771290861006152779,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,1126595","35,5538406",18,"2,20988393","899,999878","4,19999981",60,292,115,"-55,84613037","394,1422985","-4,1","-2,875668662","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,1142807","48,2571411","43,9142914",0
264,2026-02-17,01:14:21,1771290861106153471,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"22,9384403","35,2923088",18,"2,20988393","899,999878","4,19999981",60,292,115,"-56,13378906","393,8546927","-3,9","-2,86264079","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,4127007","48,1873016","44,4031792",0
265,2026-02-17,01:14:21,1771290861206154394,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"22,9384403","35,2923088",18,"2,20988393","899,999878","4,19999981",60,292,115,"-56,42098999","393,5673394","-3,2","-2,893464906","2,87363195",125,"0,0649999976","2,87363195",125,"0,123","47,4000015","47,7047615","44,7015915",0
266,2026-02-17,01:14:21,1771290861306155232,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"22,8223","35,1076889",18,"2,20988393","899,999878","4,19999981",60,292,115,"-56,70822144","393,2801781","-3,6","-2,892102514","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,6127014","48,6063499","44,2095299",0
267,2026-02-17,01:14:21,1771290861406155391,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,0545902","35,4615402",19,"2,20988393","899,999878","4,19999981",60,292,115,"-56,99533081","392,9931297","-4,4","-2,871666636","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","47,5682602","47,69524","44,2984085",0
268,2026-02-17,01:14:22,1771290861506156846,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,1707306","35,6461487",19,"2,20988393","899,999878","4,19999981",60,292,115,"-57,28317261","392,7052392","-3,8","-2,884183611","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,8730202","48,6285706","44,1523819",0
269,2026-02-17,01:14:22,1771290861606157970,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,4610901","36,0923119",19,"2,20988393","899,999878","4,19999981",60,292,115,"-57,57055664","392,4179699","-4,2","-2,848335675","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,2412682","48,4031792","44,5936508",0
270,2026-02-17,01:14:22,1771290861706159515,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,57724","36,2769203",19,"2,20988393","899,999878","4,19999981",60,292,115,"-57,85784912","392,1305224","-3,5","-2,884949957","2,87363195",125,"0,0649999976","2,87363195",125,"0,1271","48,1523819","48,4857101","44,7999992",0
271,2026-02-17,01:14:22,1771290861806159324,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19459,"23,6933804","36,4461594",19,"2,20988393","899,999878","4,19999981",60,292,115,"-58,14501953","391,8433797","-3,6","-2,887163843","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,5047607","48,3936501","44,526989",0
272,2026-02-17,01:14:22,1771290861906160879,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,4610901","36,0923119",19,"2,20988393","899,999878","4,19999981",60,292,115,"-58,43240356","391,5560414","-4,1","-2,875157765","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,3650818","48,0349197","44,5777817",0
273,2026-02-17,01:14:22,1771290862006161178,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,4610901","36,0923119",19,"2,20988393","899,999878","4,19999981",60,292,115,"-58,71969604","391,2686924","-4,1","-2,890484674","2,87363195",125,"0,0649999976","2,87363195",125,"0,1763","47,2698402","48,2857094","43,9555511",0
274,2026-02-17,01:14:22,1771290862106162273,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,4610901","36,0923119",19,"2,20988393","899,999878","4,19999981",60,292,115,"-59,00753784","390,9810085","-4,1","-2,843907901","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,5936508","48,3079414","44,6857109",0
275,2026-02-17,01:14:22,1771290862206163741,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,2868805","35,8307686",19,"2,20988393","899,999878","4,19999981",60,292,115,"-59,29473877","390,6936955","-3,6","-2,870133945","2,87363195",125,"0,0649999976","2,87363195",125,"0,1394","47,8381004","48,228569","44,9365082",0
276,2026-02-17,01:14:22,1771290862306164050,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,1707306","35,6461487",19,"2,20988393","899,999878","4,19999981",60,292,115,"-59,58187866","390,4065417","-3,7","-2,880862781","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,9396782","48,1936493","44,7873001",0
277,2026-02-17,01:14:22,1771290862406165050,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,2287998","35,7384605",20,"2,20988393","899,999878","4,19999981",60,292,115,"-59,86907959","390,1193229",-4,"-2,881203379","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,466671","47,9111099","44,3619003",0
278,2026-02-17,01:14:23,1771290862506162214,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,3449497","35,9076881",20,"2,20988393","899,999878","4,19999981",60,292,115,"-60,15670776","389,8316492","-3,5","-2,900872912","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,3174591","47,9809494","43,834919",0
279,2026-02-17,01:14:23,1771290862606167035,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,4030209",36,20,"2,20988393","899,999878","4,19999981",60,292,115,"-60,44403076","389,5444897","-4,1","-2,856339727","2,87363195",125,"0,0649999976","2,87363195",125,"0,1722","47,469841","48,1428604","44,6412697",0
280,2026-02-17,01:14:23,1771290862706169445,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,6353092","36,3692284",20,"2,20988393","899,999878","4,19999981",60,292,115,"-60,73153687","389,2569935","-4,1","-2,848335675","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,5460281","48,1238098","44,5841293",0
281,2026-02-17,01:14:23,1771290862806168869,,"227,100006","227,199997","227,800003","25,3400002","25,7399998","25,0200005",14400,19467,"23,7514496","36,5384598",20,"2,20988393","899,999878","4,19999981",60,292,115,"-61,01870728","388,969725",-4,"-2,870815141","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,5174599","48,1174583","44,3492088",0
282,2026-02-17,01:14:23,1771290862906169819,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,6353092","36,3692284",20,"2,20988393","899,999878","4,19999981",60,292,115,"-61,30612183","388,6823455","-4,2","-2,866983414","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,6127014","47,9079399","44,5079384",0
283,2026-02-17,01:14:23,1771290863006170807,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,57724","36,2769203",20,"2,20988393","899,999878","4,19999981",60,292,115,"-61,59350586","388,3948307","-3,6","-2,903853144","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,6317482","48,3936501","44,9746094",0
284,2026-02-17,01:14:23,1771290863106171941,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,6353092","36,3692284",20,"2,20988393","899,999878","4,19999981",60,292,115,"-61,88085938","388,1076169","-3,8","-2,868856703","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,2317505","48,1047592","44,3745995",0
285,2026-02-17,01:14:23,1771290863206173507,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,5191593","36,1846199",20,"2,20988393","899,999878","4,19999981",60,292,115,"-62,16830444","387,8202345","-4,1","-2,852252551","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,8539696","48,168251","44,69524",0
286,2026-02-17,01:14:23,1771290863306173501,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,4030209",36,20,"2,20988393","899,999878","4,19999981",60,292,115,"-62,45559692","387,5328762",-4,"-2,866472517","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,5714302","48,2507896","44,3841286",0
287,2026-02-17,01:14:23,1771290863406174409,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,1707306","35,6461487",21,"2,20988393","899,999878","4,19999981",60,292,115,"-62,74282837","387,2455665","-4,1","-2,879074642","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,3777809","48,0825386","44,5460281",0
288,2026-02-17,01:14:24,1771290863506175992,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,3449497","35,9076881",21,"2,20988393","899,999878","4,19999981",60,292,115,"-63,03027344","386,9580945","-3,7","-2,88937773","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,2857094","48,0984116","44,1174583",0
289,2026-02-17,01:14:24,1771290863606176247,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,4030209",36,21,"2,20988393","899,999878","4,19999981",60,292,115,"-63,31756592","386,6708257","-3,7","-2,887845039","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,526989","48,1238098","44,5365105",0
290,2026-02-17,01:14:24,1771290863706177629,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,6353092","36,3692284",21,"2,20988393","899,999878","4,19999981",60,292,115,"-63,60501099","386,3834637","-3,9","-2,873454775","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","47,2888908","48,831749","44,2380905",0
291,2026-02-17,01:14:24,1771290863806178405,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19467,"23,8095207","36,6307716",21,"2,20988393","899,999878","4,19999981",60,292,115,"-63,89230347","386,0961735","-4,2","-2,869027002","2,87363195",125,"0,0649999976","2,87363195",125,"0,1763","47,7587318","47,8825417","44,1428604",0
292,2026-02-17,01:14:24,1771290863906178993,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"24,0998802","37,0769196",21,"2,20988393","899,999878","4,19999981",60,292,115,"-64,17962646","385,8088803","-4,8","-2,852848598","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","47,4476204","48,0444489","44,2825394",0
293,2026-02-17,01:14:24,1771290864006180110,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,9256706","36,8153801",21,"2,20988393","899,999878","4,19999981",60,292,115,"-64,46737671","385,5210321",-4,"-2,876179559","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,5492096","48,1523819","44,5015907",0
294,2026-02-17,01:14:24,1771290864106180320,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,9837399","36,8923111",21,"2,20988393","899,999878","4,19999981",60,292,115,"-64,75445557","385,2339339","-3,7","-2,884694508","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,60952","48,1936493","44,5142899",0
295,2026-02-17,01:14:24,1771290864206181437,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,8675995","36,7230797",21,"2,20988393","899,999878","4,19999981",60,292,115,"-65,04180908","384,9466443","-3,8","-2,87941524","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,8539696","48,1047592","44,5936508",0
296,2026-02-17,01:14:24,1771290864306187518,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,7514496","36,5384598",21,"2,20988393","899,999878","4,19999981",60,292,115,"-65,3291626","384,6592445","-3,8","-2,885546003","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,4634895","48,2317505","44,4952393",0
297,2026-02-17,01:14:24,1771290864406183484,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,57724","36,2769203",22,"2,20988393","899,999878","4,19999981",60,292,115,"-65,61654663","384,3719292","-4,4","-2,865535872","2,87363195",125,"0,0649999976","2,87363195",125,"0,1804","47,5587311","48,2158699","44,4793701",0
298,2026-02-17,01:14:25,1771290864506184614,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,57724","36,2769203",22,"2,20988393","899,999878","4,19999981",60,292,115,"-65,9039917","384,0844686","-4,3","-2,867068563","2,87363195",125,"0,0649999976","2,87363195",125,"0,1722","48,2920609","48,2920609","44,5841293",0
299,2026-02-17,01:14:25,1771290864606185514,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,7514496","36,5384598",22,"2,20988393","899,999878","4,19999981",60,292,115,"-66,1913147","383,7970676","-3,7","-2,885375704","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,1492119","48,0222206","44,168251",0
300,2026-02-17,01:14:25,1771290864706188100,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"23,9256706","36,8153801",22,"2,20988393","899,999878","4,19999981",60,292,115,"-66,47860718","383,5098297","-3,9","-2,876945904","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,6412697","48,1523819","44,3428612",0
301,2026-02-17,01:14:25,1771290864806187575,,"227,100006","227,100006","227,600006","26,6399994","26,8199997","26,1599998",15040,19475,"24,1579609","37,1692314",22,"2,20988393","899,999878","4,19999981",60,292,115,"-66,76599121","383,2223581","-3,8","-2,892017365","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,6031799","47,9777794","44,2571411",0
302,2026-02-17,01:14:25,1771290864906188238,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,4483204","37,6153793",22,"2,20988393","899,999878","4,19999981",60,292,115,"-67,05307007","382,935392","-4,9","-2,871326038","2,87363195",125,"0,0649999976","2,87363195",125,"0,205","47,3111115","48,2825394","44,1809502",0
303,2026-02-17,01:14:25,1771290865006189985,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,7386799","38,0615387",22,"2,20988393","899,999878","4,19999981",60,292,115,"-67,34106445","382,6474968","-4,7","-2,840587071","2,87363195",125,"0,0649999976","2,87363195",125,"0,1845","48,1365089","48,2920609","44,7873001",0
304,2026-02-17,01:14:25,1771290865106189868,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,4483204","37,6153793",22,"2,20988393","899,999878","4,19999981",60,292,115,"-67,62811279","382,3603","-3,9","-2,87430627","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,7047615","48,0158691","44,7936516",0
305,2026-02-17,01:14:25,1771290865206191067,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,4483204","37,6153793",22,"2,20988393","899,999878","4,19999981",60,292,115,"-67,91555786","382,0729489","-4,2","-2,860682351","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","48,2666702","48,1809502","44,7238083",0
306,2026-02-17,01:14:25,1771290865306196182,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,0998802","37,0769196",22,"2,20988393","899,999878","4,19999981",60,292,115,"-68,20291138","381,7854777","-3,7","-2,887248993","2,87363195",125,"0,0649999976","2,87363195",125,"0,1476","46,8507996","47,8095207","44,2857094",0
307,2026-02-17,01:14:25,1771290865406193102,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,0998802","37,0769196",23,"2,20988393","899,999878","4,19999981",60,292,115,"-68,4901123","381,4983066","-4,1","-2,885460854","2,87363195",125,"0,0649999976","2,87363195",125,"0,1763","47,30476","48,0317497","44,2317505",0
308,2026-02-17,01:14:26,1771290865506193771,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"23,9256706","36,8153801",23,"2,20988393","899,999878","4,19999981",60,292,115,"-68,77752686","381,2109693","-4,5","-2,865791321","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","47,9523811","48,1174583","44,6317482",0
309,2026-02-17,01:14:26,1771290865606194688,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,0998802","37,0769196",23,"2,20988393","899,999878","4,19999981",60,292,115,"-69,06500244","380,9234479","-3,9","-2,87090029","2,87363195",125,"0,0649999976","2,87363195",125,"0,1599","47,5460281","48,165081","44,9269791",0
310,2026-02-17,01:14:26,1771290865706196153,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,1579609","37,1692314",23,"2,20988393","899,999878","4,19999981",60,292,115,"-69,35232544","380,6361982","-4,3","-2,85591398","2,87363195",125,"0,0649999976","2,87363195",125,"0,1763","48,0253983","48,4317513","44,69841",0
311,2026-02-17,01:14:26,1771290865806200144,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19475,"24,3321705","37,4307709",23,"2,20988393","899,999878","4,19999981",60,292,115,"-69,63977051","380,3486323","-3,8","-2,876094409","2,87363195",125,"0,0649999976","2,87363195",125,"0,1517","47,6031799","48,0888901","44,0095291",0
312,2026-02-17,01:14:26,1771290865906197001,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,5644608","37,7846107",23,"2,20988393","899,999878","4,19999981",60,292,115,"-69,92681885","380,0615282",-4,"-2,900106566","2,87363195",125,"0,0649999976","2,87363195",125,"0,1722","47,5619011","48,2666702","44,0063515",0
313,2026-02-17,01:14:26,1771290866006198357,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,9709606","38,41539",23,"2,20988393","899,999878","4,19999981",60,292,115,"-70,21444702","379,7740398","-4,3","-2,863918032","2,87363195",125,"0,0649999976","2,87363195",125,"0,1804","48,0666695","48,1015892","45,0984116",0
314,2026-02-17,01:14:26,1771290866106199540,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,9128895","38,3230782",23,"2,20988393","899,999878","4,19999981",60,292,115,"-70,50177002","379,4866611","-3,9","-2,880011286","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,0190506","48,3587303","44,9523811",0
315,2026-02-17,01:14:26,1771290866206200203,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,7386799","38,0615387",23,"2,20988393","899,999878","4,19999981",60,292,115,"-70,78909302","379,1994599","-4,5","-2,846632685","2,87363195",125,"0,0649999976","2,87363195",125,"0,1845","48,079361","48,30159","44,2761917",0
316,2026-02-17,01:14:26,1771290866306204147,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,62253","37,8769188",23,"2,20988393","899,999878","4,19999981",60,292,115,"-71,07666016","378,9118155","-4,1","-2,860426903","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,2476196","47,6317482","44,0349197",0
317,2026-02-17,01:14:26,1771290866406202014,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,62253","37,8769188",24,"2,20988393","899,999878","4,19999981",60,292,115,"-71,36364746","378,6247102","-3,9","-2,893294607","2,87363195",125,"0,0649999976","2,87363195",125,"0,164","47,3841286","48,079361","44,1015892",0
318,2026-02-17,01:14:27,1771290866506203004,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,4483204","37,6153793",24,"2,20988393","899,999878","4,19999981",60,292,115,"-71,65130615","378,3371224","-4,1","-2,878734044","2,87363195",125,"0,0649999976","2,87363195",125,"0,1681","48,0317497","48,2158699","44,8063507",0
319,2026-02-17,01:14:27,1771290866606204277,,"227,100006","227,100006","227,5","27,1000004","27,4799995","26,4200001",15360,19484,"24,2740993","37,338459",24,"2,20988393","899,999878","4,19999981",60,292,115,"-71,93850708","378,0498721","-3,7","-2,895082746","2,87363195",125,"0,0649999976","2,87363195",125,"0,1558","47,5650787","48,228569","44,6285706",0
