"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771296003682754667"
"StartRawTime";"1771296003754755575"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"19";"2026-02-17";"02:40:03.75";"1771296003754755575";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26015";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.80000000000000004";"-8.5149508777249098E-05";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.5841293";"48.6476212";"44.6222191";"2"
"20";"2026-02-17";"02:40:03.85";"1771296003854757024";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26015";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.000425747487042827";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.9809494";"48.5936508";"43.3079414";"2"
"21";"2026-02-17";"02:40:03.95";"1771296003954757287";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26015";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"0.00042574745862111702";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.6349182";"48.4031792";"44.6666718";"2"
"22";"2026-02-17";"02:40:04.05";"1771296004054758516";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26015";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999897820601";"0.80000000000000004";"-0.00017029896071107901";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.6222191";"48.6730194";"44.6476212";"2"
"23";"2026-02-17";"02:40:04.15";"1771296004154759195";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000068119601";"0.80000000000000004";"0.00017029898913278901";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.5999985";"48.5365105";"44.7015915";"2"
"24";"2026-02-17";"02:40:04.25";"1771296004254760470";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.80000000000000004";"-0.00025544849791003799";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.5682602";"48.5047607";"44.5650787";"2"
"25";"2026-02-17";"02:40:04.35";"1771296004354761313";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"0.00051089696739836698";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.6031799";"48.4634895";"44.6317482";"2"
"26";"2026-02-17";"02:40:04.45";"1771296004454762285";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999965940202";"0.80000000000000004";"0";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.6317482";"48.6127014";"44.60952";"2"
"27";"2026-02-17";"02:40:04.55";"1771296004554762631";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.00017029898913278901";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.4539719";"48.5079384";"44.5015907";"2"
"28";"2026-02-17";"02:40:04.65";"1771296004654763766";"";"228.399994";"228.199997";"228.399994";"2.77999997";"3.5999999";"2.9000001";"1368";"26016";"0";"0";"11";"2.81258011";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"-8.5149480355539695E-05";"2.75868702";"120";"0.0649999976";"2.75868702";"120";"0.032800000000000003";"47.4539719";"48.469841";"44.4349213";"2"
