"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771299159833619178"
"StartRawTime";"1771299159905618640"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"38";"2026-02-17";"03:32:39.90";"1771299159905618640";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999931880399";"0.90000000000000002";"-0.00102179393479673";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.6063499";"48.4127007";"44.6158791";"2"
"39";"2026-02-17";"03:32:40.00";"1771299160005620386";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.90000000000000002";"-0.00059604644775390603";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.032800000000000003";"47.4761887";"48.530159";"44.6507912";"2"
"40";"2026-02-17";"03:32:40.10";"1771299160105621423";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.90000000000000002";"0.00068119595653115496";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.4444504";"48.4507904";"44.5079384";"2"
"41";"2026-02-17";"03:32:40.20";"1771299160205622189";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.90000000000000002";"0.00059604644775390603";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.6063499";"48.5650787";"44.530159";"2"
"42";"2026-02-17";"03:32:40.30";"1771299160305623388";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.90000000000000002";"0.00025544846948832899";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.7015915";"48.5206299";"44.7301598";"2"
"43";"2026-02-17";"03:32:40.40";"1771299160405623625";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30142";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.90000000000000002";"-0.00051089696739836698";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.032800000000000003";"47.5619011";"48.4158707";"44.6190491";"2"
"44";"2026-02-17";"03:32:40.50";"1771299160505625304";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000085149497";"0.90000000000000002";"0.00059604644775390603";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.473011";"48.466671";"44.5841293";"2"
"45";"2026-02-17";"03:32:40.60";"1771299160605626905";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000068119601";"0.90000000000000002";"0.00059604644775390603";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.6063499";"48.5428581";"44.6380997";"2"
"46";"2026-02-17";"03:32:40.70";"1771299160705626521";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999965940202";"0.90000000000000002";"-0.00017029898913278901";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.6412697";"48.6222191";"44.6634903";"2"
"47";"2026-02-17";"03:32:40.80";"1771299160805627783";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999897820601";"0.90000000000000002";"-0.00059604644775390603";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.5396805";"48.6190491";"44.7047615";"2"
"48";"2026-02-17";"03:32:40.90";"1771299160905628997";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485";"0.90000000000000002";"-0.00017029898913278901";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.526989";"48.2730217";"44.5142899";"2"
"49";"2026-02-17";"03:32:41.00";"1771299161005629363";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999982970098";"0.90000000000000002";"-0.00017029898913278901";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.5936508";"48.5682602";"44.6222191";"2"
"50";"2026-02-17";"03:32:41.10";"1771299161105632230";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999914850503";"0.90000000000000002";"-0.00076634543688669499";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.530159";"48.5079384";"44.6444397";"2"
"51";"2026-02-17";"03:32:41.20";"1771299161205631492";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999982970098";"0.90000000000000002";"0.00025544849791003799";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.5206299";"48.5079384";"44.6380997";"2"
"52";"2026-02-17";"03:32:41.30";"1771299161305632383";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.90000000000000002";"-0.000510896938976657";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.032800000000000003";"47.5682602";"48.3523788";"44.5523796";"2"
"53";"2026-02-17";"03:32:41.40";"1771299161405634160";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.61999989";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.90000000000000002";"0.00034059797826557802";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.4793701";"48.4349213";"44.5872993";"2"
"54";"2026-02-17";"03:32:41.50";"1771299161505634065";"";"227.5";"227.100006";"227.600006";"2.79999995";"3.5999999";"2.8599999";"1376";"30143";"0";"0";"17";"3.21437812";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000068119601";"0.90000000000000002";"0.00051089696739836698";"2.64374089";"115";"0.0649999976";"2.64374089";"115";"0.036900000000000002";"47.5111084";"48.5079384";"44.6571388";"2"
