"TraceType";"Single"
"TriggerType";""
"SamplePeriod";"0:0:1:0:0"
"SampleRate";"1"
"ExternalFileStorage";"False"
"MaxSamplesPerFile";"4500"
"MaxDataSetSize";"100"
"TargetDirectory";"C:\OMRON\Data\DataTrace\"
"FilePrefix";""

"SampleTimingType";"interval"
"TaskName";"BaseControl"
"SamplingInterval";"50"
"Triggers";"False:::"
"PostTriggerDataRatio";"100"
"StartOnRun";"False"
"EnableRealTimeDisplay";"False"
"BehaviorWhenMax";"Stop"

"TriggerRecordTime";"1771293026253723408"
"StartRawTime";"1771293026331723934"
"Index";"Date";"ClockTime";"RawTime";"TraceSampID";"Voltage_L1_N:REAL";"Voltage_L2_N:REAL";"Voltage_L3_N:REAL";"Current_L1:REAL";"Current_L2:REAL";"Current_L3:REAL";"Total_Active_Power:REAL";"Total_Consumed_Energy:REAL";"InvOutCurrent_Real:REAL";"Machine.IMotor:REAL";"KesmeZamani_s:INT";"KesilenAlan_m2:REAL";"AutoPar.SawDiameter:REAL";"AutoPar.SawThickness:REAL";"AutoPar.SawTooth:DINT";"Malzeme.D_H1:REAL";"Malzeme.W1:REAL";"Z_Kafa_HMI:LREAL";"Kafa.Act.Pos:LREAL";"Kafa.Act.Trq:LREAL";"Kafa.Act.Vel:LREAL";"CurrentF:REAL";"CurrentS:REAL";"AutoPar.FeedRate1:REAL";"AutoPar.FeedRate2:REAL";"AutoPar.PeripSpeed:REAL";"KafaCurrent_1_abs:LREAL";"Z_Accelerometer:REAL";"X_Accelerometer:REAL";"Y_Accelerometer:REAL";"KesmeZamani_min:INT"
"11";"2026-02-17";"01:50:26.33";"1771293026331723934";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"-0.00034059794984386799";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.5682602";"48.5396805";"44.7015915";"2"
"12";"2026-02-17";"01:50:26.43";"1771293026431726061";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000085149497";"0.80000000000000004";"8.5149480355539695E-05";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.60952";"48.4539719";"44.6031799";"2"
"13";"2026-02-17";"01:50:26.53";"1771293026531726930";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"484.99999982970098";"0.80000000000000004";"-8.5149480355539695E-05";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.8031807";"48.6063499";"44.8063507";"2"
"14";"2026-02-17";"01:50:26.63";"1771293026631726985";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"-0.00017029898913278901";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.7206306";"48.7555618";"44.7619095";"2"
"15";"2026-02-17";"01:50:26.73";"1771293026731727652";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000085149497";"0.80000000000000004";"0.00042574745862111702";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.69841";"48.6285706";"44.7809486";"2"
"16";"2026-02-17";"01:50:26.83";"1771293026831729604";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.000000510897";"0.80000000000000004";"8.5149480355539695E-05";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.6888885";"48.3619003";"44.69841";"2"
"17";"2026-02-17";"01:50:26.93";"1771293026931731068";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.00034059797826557802";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.4317513";"48.4253998";"44.4634895";"2"
"18";"2026-02-17";"01:50:27.03";"1771293027031730383";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"36";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000102179399";"0.80000000000000004";"0.00059604644775390603";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.5174599";"48.4857101";"44.5492096";"2"
"19";"2026-02-17";"01:50:27.13";"1771293027131731732";"";"227.899994";"228.100006";"228.399994";"2.81999993";"3.66000009";"2.92000008";"1408";"21795";"0";"0";"0";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000034059798";"0.80000000000000004";"8.5149480355539695E-05";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.5396805";"48.5079384";"44.5968208";"0"
"20";"2026-02-17";"01:50:27.23";"1771293027231733701";"";"228.100006";"228.100006";"228.5";"2.79999995";"3.66000009";"2.94000006";"1408";"21795";"0";"0";"0";"2.41078305";"899.999878";"4.19999981";"60";"292";"115";"35.0000610351563";"485.00000017029902";"0.80000000000000004";"0.00025544849791003799";"2.3342731";"110";"0.0599999987";"2.3342731";"110";"0.032800000000000003";"47.6476212";"48.5079384";"44.7269897";"0"
