File_ID,RawTime,IMotor,Kafa_Act_Trq,X_Accelerometer,Y_Accelerometer,Z_Accelerometer
cutting_I,1771302380440490165,25.2769203,-1.6,48.0857201,44.3809509,47.3745995
cutting_I,1771302380540490517,25.3692303,-2.6,48.2507896,44.5142899,47.6031799
cutting_I,1771302380640488048,25.3692303,-2.3,48.2063484,44.165081,47.69524
cutting_I,1771302380740496561,25.2769203,-2.5,48.2349205,44.5238113,47.4222183
cutting_I,1771302380840495327,25.4615402,-1.9,48.2730217,44.5619011,47.4317513
cutting_I,1771302380940494787,25.3692303,-2.3,48.2158699,44.4571419,47.3936501
cutting_I,1771302381040491779,25.3692303,-2.4,48.6476212,44.6476212,47.5428581
cutting_I,1771302381140496738,25.2769203,-2.4,48.2380905,44.5650787,47.5777817
cutting_I,1771302381240497720,25.2000008,-2.8,48.0603218,44.7936516,47.466671
cutting_I,1771302381340499958,25.2769203,-1.9,48.0507889,44.3142891,47.7460289
cutting_I,1771302381440499857,25.3692303,-2.3,48.0539703,44.4063492,47.4349213
cutting_I,1771302381540500138,25.3692303,-2.8,48.1365089,44.3396797,47.4539719
cutting_I,1771302381640501563,25.3692303,-2.1,48.1047592,44.4444504,47.4761887
cutting_I,1771302381740502231,25.4615402,-2.3,48.1841316,44.4380989,48.0666695
cutting_I,1771302381840505151,25.3692303,-1.9,48.1333389,44.39048,47.4095192
cutting_I,1771302381940503413,25.2769203,-2.5,48.1523819,44.4571419,47.3269806
cutting_I,1771302382040500965,25.2769203,-2.6,48.4031792,44.4984093,47.4158707
cutting_I,1771302382140505860,25.3692303,-2.3,48.0666695,44.3174591,47.4000015
cutting_I,1771302382240506823,25.3692303,-2.5,48.165081,44.3745995,47.6158791
cutting_I,1771302382340511542,25.2769203,-1.9,48.2063484,44.5999985,47.5809517
cutting_I,1771302382440508022,25.2769203,-2.4,48.1365089,44.3809509,47.3714294
cutting_I,1771302382540509533,25.4615402,-2.5,48.1142807,44.3650818,47.3777809
cutting_I,1771302382640511012,25.4615402,-2.2,48.079361,44.3396797,47.3968315
cutting_I,1771302382740511606,25.5538502,-2.4,48.2190514,44.4857101,48.0507889
cutting_I,1771302382840516901,25.4615402,-2.1,48.0317497,43.7301598,47.8063507
cutting_I,1771302382940513057,25.3692303,-2.9,48.1206398,44.3301582,47.39048
cutting_I,1771302383040509841,25.2769203,-2.3,47.9047585,44.2666702,47.3428612
cutting_I,1771302383140516095,25.2769203,-2.4,47.7904816,44.9238091,47.5682602
cutting_I,1771302383240515783,25.3692303,-2.7,48.1523819,44.4031792,47.5111084
cutting_I,1771302383340518348,25.3692303,-2.1,48.1269798,44.2603188,47.3111115
cutting_I,1771302383440518461,25.4615402,-2.9,48.5777817,44.6603203,47.5682602
cutting_I,1771302383540519150,25.4615402,-2.3,48.0158691,44.2952385,46.7174606
cutting_I,1771302383640519663,25.3692303,-2.2,48.0190506,45.6476212,47.2698402
cutting_I,1771302383740520814,25.2769203,-2.6,48.1777802,44.4349213,47.4253998
cutting_I,1771302383840523396,25.3692303,-2.5,47.9301605,44.1904793,47.3555603
cutting_I,1771302383940522983,25.3692303,-2.3,48.3142891,44.4317513,47.5841293
cutting_I,1771302384040519436,25.4615402,-2.1,48.0349197,44.3269806,47.3269806
cutting_I,1771302384140524222,25.3692303,-2.5,48.2095299,44.4380989,47.3269806
cutting_I,1771302384240525383,25.3692303,-2.6,48.2920609,44.6857109,47.0222206
cutting_I,1771302384340526545,25.5538502,-2.5,48.2222214,43.8730202,46.9238091
cutting_I,1771302384440526906,25.7230797,-2.8,48.3460312,44.2666702,47.6571388
cutting_I,1771302384540527933,26.0,-2.6,47.9174614,44.2666702,47.5746002
cutting_I,1771302384640528940,26.1846199,-2.7,48.0063515,44.1587296,47.8412704
cutting_I,1771302384740530242,26.1846199,-2.7,47.9015884,44.5587311,47.9936485
cutting_I,1771302384840532201,26.4461498,-2.2,47.8698387,44.5365105,47.533329
cutting_I,1771302384940531897,26.4461498,-2.8,48.2349205,44.5809517,48.6920586
cutting_I,1771302385040528739,26.7076893,-2.6,48.0888901,44.3523788,47.473011
cutting_I,1771302385140533795,26.8923092,-3.2,48.1714287,44.8539696,47.5682602
cutting_I,1771302385240534483,27.0769196,-2.8,48.4222183,44.4031792,47.3841286
cutting_I,1771302385340531379,26.9846191,-2.5,48.0476189,44.6666718,47.4920692
cutting_I,1771302385440536696,27.1538506,-3.1,48.3333397,44.2825394,47.8507996
cutting_I,1771302385540537306,27.2461491,-2.9,48.7650795,44.4539719,47.7460289
cutting_I,1771302385640538459,27.4307709,-3.3,48.1142807,44.69524,47.9936485
cutting_I,1771302385740539507,26.5384598,-2.8,48.0825386,44.60952,47.5492096
cutting_I,1771302385840540490,27.6000004,-2.4,48.0666695,44.5650787,46.9650803
cutting_I,1771302385940541179,27.8769207,-3.3,48.3841286,44.7079391,47.7333298
cutting_I,1771302386040537593,27.9692307,-3.5,48.3174591,43.9396782,47.9587288
cutting_I,1771302386140542557,27.9692307,-3.2,48.1745987,44.2539711,47.6920586
cutting_I,1771302386240544199,28.1384602,-2.9,48.2349205,44.5460281,47.7365112
cutting_I,1771302386340544673,28.1384602,-3.0,48.1301613,44.69524,47.1936493
cutting_I,1771302386440546051,28.1384602,-3.2,48.2380905,44.6730194,47.69524
cutting_I,1771302386540546319,28.1384602,-3.0,48.1111107,44.2190514,47.3650818
cutting_I,1771302386640548424,28.4923096,-3.4,48.2666702,44.3333282,47.69524
cutting_I,1771302386740548665,28.3230801,-3.0,48.1523819,44.5142899,48.3301582
cutting_I,1771302386840548972,28.4923096,-3.1,47.8952408,44.3587303,47.2158699
cutting_I,1771302386940550056,28.4923096,-3.7,48.30476,44.5587311,47.4984093
cutting_I,1771302387040547165,28.6769199,-3.0,48.2444496,44.1492119,47.9682503
cutting_I,1771302387140552344,28.8615398,-3.3,48.5365105,44.3523788,47.69524
cutting_I,1771302387240553256,29.1230793,-3.2,48.0476189,44.4253998,47.4063492
cutting_I,1771302387340553765,29.0307693,-3.3,48.5555611,44.1206398,47.9047585
cutting_I,1771302387440557287,29.2153893,-3.7,47.9174614,44.771431,47.4000015
cutting_I,1771302387540555793,29.2153893,-3.1,48.0222206,44.4952393,47.5841293
cutting_I,1771302387640557593,29.4769192,-3.6,47.8888893,44.5682602,47.8984108
cutting_I,1771302387740558140,29.2153893,-3.0,48.2634888,44.6285706,48.0222206
cutting_I,1771302387840558378,29.3076897,-3.5,48.1301613,44.6571388,47.9873009
cutting_I,1771302387940559786,29.3076897,-3.2,48.1809502,44.5111084,47.9047585
cutting_I,1771302388040556156,29.5692291,-2.9,48.161911,44.6222191,47.4761887
cutting_I,1771302388140561887,29.6615391,-3.6,48.3396797,44.0761909,47.7936516
cutting_I,1771302388240562250,30.0153809,-3.5,48.2634888,44.2539711,47.5428581
cutting_I,1771302388340563548,30.1076908,-3.5,48.1587296,44.7079391,48.2444496
cutting_I,1771302388440564059,30.1076908,-3.1,48.079361,44.0253983,47.6507912
cutting_I,1771302388540564537,30.1076908,-3.3,47.9873009,44.139679,47.2634888
cutting_I,1771302388640566434,30.3692303,-3.9,48.3841286,44.5142899,48.1333389
cutting_I,1771302388740566653,30.0153809,-3.2,48.3492088,44.5968208,47.9873009
cutting_I,1771302388840567812,30.0153809,-3.5,48.2507896,44.3872986,47.5555611
cutting_I,1771302388940568980,29.9230804,-3.3,48.0952415,44.2412682,47.5015907
cutting_I,1771302389040565939,30.2923107,-3.4,48.3428612,44.4952393,47.8222198
cutting_I,1771302389140570191,30.3692303,-4.2,48.5015907,44.5714302,47.4190483
cutting_I,1771302389240571361,30.8153801,-3.4,48.0603218,44.1460304,48.2920609
cutting_I,1771302389340572910,30.90769,-3.5,48.2158699,44.1301613,47.5968208
cutting_I,1771302389440573823,30.90769,-3.4,48.079361,44.4031792,47.7873001
cutting_I,1771302389540573829,30.90769,-3.8,48.0571404,44.9428596,47.4984093
cutting_I,1771302389640575071,31.0,-3.9,48.2603188,44.5523796,48.1015892
cutting_I,1771302389740575741,30.90769,-3.0,48.3777809,44.0888901,47.2158699
cutting_I,1771302389840577651,30.7384605,-3.6,48.3492088,43.7619095,47.2634888
cutting_I,1771302389940577925,30.7384605,-3.4,48.0412712,44.3809509,47.831749
cutting_I,1771302390040574352,31.0,-4.1,48.1492119,44.3238106,47.5809517
cutting_I,1771302390140579919,31.09231,-3.8,48.1301613,44.5936508,47.469841
cutting_I,1771302390240581044,31.3538494,-3.3,47.9682503,44.8285713,47.5365105
cutting_I,1771302390340581950,31.6307697,-3.7,48.6349182,44.5015907,47.168251
cutting_I,1771302390440582272,31.7230797,-3.5,48.1111107,44.3142891,47.7396889
cutting_I,1771302390540583054,31.7230797,-3.9,48.0857201,44.8412704,47.8126984
cutting_I,1771302390640587762,31.6307697,-3.5,48.165081,43.8254013,47.3587303
cutting_I,1771302390740585392,31.7230797,-3.3,47.9777794,44.4761887,47.6222191
cutting_I,1771302390840586905,31.3538494,-3.8,48.2380905,45.1841316,47.4603195
cutting_I,1771302390940587449,31.5384598,-3.2,48.1777802,44.1555595,47.39048
cutting_I,1771302391040584578,31.5384598,-3.8,48.2952385,44.0825386,47.5936508
cutting_I,1771302391140590049,31.7999992,-3.8,48.2095299,44.3111115,47.7396889
cutting_I,1771302391240590419,31.9846191,-3.7,47.9809494,44.5714302,47.5047607
cutting_I,1771302391340590989,32.338459,-3.8,48.2222214,44.9619102,47.8920593
cutting_I,1771302391440592250,32.338459,-3.6,48.0539703,44.6507912,47.3460312
cutting_I,1771302391540592794,32.338459,-3.8,48.4222183,44.30159,47.6349182
cutting_I,1771302391640593408,32.338459,-3.8,48.0539703,44.0412712,48.079361
cutting_I,1771302391740594932,32.5230789,-3.9,48.1111107,44.6349182,47.3619003
cutting_I,1771302391840595614,32.1692314,-3.8,48.1142807,44.526989,47.4793701
cutting_I,1771302391940596432,32.1692314,-3.1,47.8888893,44.2761917,47.3365097
cutting_I,1771302392040593474,32.246151,-3.9,48.2190514,44.60952,47.8444405
cutting_I,1771302392140601440,32.4307709,-3.7,48.161911,44.2730217,47.6666718
cutting_I,1771302392240599523,32.6153793,-4.3,48.2857094,44.3142891,47.5555611
cutting_I,1771302392340600459,33.0615387,-3.9,48.0381012,44.2380905,47.165081
cutting_I,1771302392440601433,33.1384583,-3.5,47.9301605,44.4825401,48.0476189
cutting_I,1771302392540598206,33.0615387,-4.0,48.2444496,44.3682594,47.5206299
cutting_I,1771302392640603504,32.8769188,-4.2,47.530159,44.1809502,47.5079384
cutting_I,1771302392740603935,32.9692307,-4.2,48.0984116,44.5206299,47.8444405
cutting_I,1771302392840605066,32.6153793,-3.5,48.2507896,44.3809509,47.4952393
cutting_I,1771302392940605906,32.4307709,-3.0,48.0444489,44.6285706,47.8381004
cutting_I,1771302393040603218,32.4307709,-3.9,48.2126999,44.7111092,47.7841301
cutting_I,1771302393140607404,32.6923103,-4.1,48.0444489,43.9555511,46.860321
cutting_I,1771302393240608451,32.7846107,-3.8,48.2126999,44.466671,47.5015907
cutting_I,1771302393340609726,33.2307701,-3.7,48.4031792,44.3841286,47.466671
cutting_I,1771302393440610688,33.41539,-3.5,48.1809502,44.2190514,47.2158699
cutting_I,1771302393540611678,33.5076904,-3.9,47.9523811,45.0095291,48.0825386
cutting_I,1771302393640613048,33.3230782,-3.9,48.0063515,44.1968307,47.3968315
cutting_I,1771302393740613274,33.5076904,-4.0,48.2000008,43.7682495,47.5746002
cutting_I,1771302393840614391,33.3230782,-3.6,48.1142807,44.7555618,48.2539711
cutting_I,1771302393940614958,33.1384583,-3.3,47.8793602,44.6063499,47.5619011
cutting_I,1771302394040612111,32.8769188,-4.0,47.8666687,44.7841301,48.473011
cutting_I,1771302394140618640,33.3230782,-3.6,47.9682503,44.3872986,47.4444504
cutting_I,1771302394240618201,33.3230782,-3.8,48.3301582,43.9111099,47.2476196
cutting_I,1771302394340619147,33.7692299,-4.0,48.0507889,44.1333389,47.5904808
cutting_I,1771302394440619328,33.9538498,-3.8,47.9174614,44.7777786,47.9333305
cutting_I,1771302394540621154,34.1230812,-3.9,48.3206406,44.7301598,47.69841
cutting_I,1771302394640621900,34.0461502,-3.5,48.0253983,44.4952393,47.526989
cutting_I,1771302394740622680,33.9538498,-4.2,48.39048,44.2222214,47.6254005
cutting_I,1771302394840623157,34.0461502,-3.9,48.1968307,44.2158699,47.5777817
cutting_I,1771302394940623797,33.5999985,-3.6,47.9873009,44.7777786,48.1777802
cutting_I,1771302395040621632,33.5076904,-3.8,48.2571411,44.7999992,47.7841301
cutting_I,1771302395140626003,33.6769218,-3.5,48.4539719,44.7777786,47.30476
cutting_I,1771302395240627268,33.9538498,-4.2,48.4095192,44.5365105,47.6063499
cutting_I,1771302395340628107,34.3076897,-4.2,48.2603188,44.2888908,47.6127014
