File_ID,Percent_Complete,IMotor_std,Z_Accel_std,VibRes_Accel_std,Trq_std,IMotor_HF_Noise,Z_Accel_HF_Noise,Z_HighFreq_RMS,IMotor_HighFreq_RMS,Trq_HighFreq_RMS,IMotor_std_Ratio_to_Past,Z_Accel_std_Ratio_to_Past,VibRes_Accel_std_Ratio_to_Past,Trq_std_Ratio_to_Past,IMotor_HighFreq_RMS_Ratio_to_Past,Z_HighFreq_RMS_Ratio_to_Past,IMotor_std_Trend,Z_Accel_std_Trend,VibRes_Accel_std_Trend,Trq_std_Trend,IMotor_HighFreq_RMS_Trend,Z_HighFreq_RMS_Trend,chatter
cutting_I,0.0096899224806201,0.075526630212311,0.128920967298494,0.153736274015347,0.3653004851412662,0.100001407724167,0.1715181229306833,0.1668920471194078,0.0942822313732791,0.5405758246742285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0106589147286821,0.0746861549465082,0.1223235829197675,0.1488161559085073,0.2796823595120404,0.100001407724167,0.1910725896774967,0.1811124690593482,0.0942822313732791,0.4459696053419884,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0116279069767441,0.0746861549465082,0.1216976922675031,0.1569052764747608,0.3062315754094893,0.100001407724167,0.187295084930178,0.1786067689980517,0.0942822313732791,0.4654746681256314,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0125968992248062,0.0746861549465082,0.1044433273565251,0.1590957043914269,0.3169297153067923,0.0938977657977817,0.1630691931440872,0.1538600153525781,0.0891198420820218,0.5163977794943222,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0135658914728682,0.0815538417993232,0.2051186707775735,0.183265672209984,0.3119829055146024,0.0757609121154505,0.2541755299900892,0.2498072225622305,0.0714280729409508,0.4807401700618651,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0145348837209302,0.0725424912045381,0.2067655846781802,0.1922070588807995,0.3119829055146023,0.0757609121154505,0.3521362787368103,0.3320019496841946,0.0714280729409508,0.4807401700618651,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0155038759689922,0.0746861549465082,0.2135743741746065,0.1976030003503315,0.3169297153067923,0.0817710749872168,0.3484607443646915,0.3294064096679427,0.0777737905984903,0.519615242270663,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0164728682170542,0.075526630212311,0.2177903188835561,0.153030726773652,0.3272783388968954,0.0757609121154505,0.350061823063773,0.3305313964939169,0.0714280729409508,0.5206833117271102,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0174418604651162,0.0746861549465082,0.2213599761125416,0.15893439471884,0.3274480450731416,0.0752829527180424,0.348330197393835,0.3284923947146212,0.0734258908743824,0.5131601439446883,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0184108527131782,0.0583819490801828,0.2224158924578526,0.1541755273592065,0.2936362072739366,0.0721620144847868,0.3423896673621294,0.3231318242103312,0.068803781853439,0.4216370213557838,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cutting_I,0.0193798449612403,0.0583819490801828,0.2108031603671276,0.1638129830788594,0.2936362072739365,0.0721620144847868,0.3243821311339891,0.3062605221503904,0.068803781853439,0.4472135954999579,1.0,1.0,1.0,1.0,1.0,1.0,-0.003544866601403,0.0557082907010293,0.0130483759992897,-0.0567266876330432,-0.0162046544901607,0.1044290501699527,0
cutting_I,0.0203488372093023,0.0623044799614581,0.2145101957782028,0.1639880161406342,0.294580681270476,0.0721620144847868,0.3329675671743492,0.3140587764676824,0.068803781853439,0.4472135954999579,1.0,1.0,1.0,1.0,1.0,1.0,-0.0043627964670066,0.0682256441762361,0.0170256210759223,-0.0124277926425868,-0.0187524994421447,0.1106134699408159,0
cutting_I,0.0213178294573643,0.0728150761642248,0.2181131068511082,0.1675129523235281,0.253859103528797,0.0973032374868402,0.3328225842079097,0.3139785893332731,0.0923099555555636,0.3829708431025352,1.0,1.0,1.0,1.0,1.0,1.0,-0.0044098251342678,0.0791753799151392,0.0162100348231878,-0.012245090858268,-0.0189497270239163,0.1226158150047802,0
cutting_I,0.0222868217054263,0.0808261358757328,0.2206711948803355,0.1750386184162388,0.2469817807045694,0.0923099625000067,0.2472561122943548,0.2447080667128639,0.0870306672731075,0.3901566636906541,1.0,1.0,1.0,1.0,1.0,1.0,-0.0037257874358618,0.095765855035536,0.0163185423276969,-0.0192044448066221,-0.0178680471819934,0.1371198900673982,0
cutting_I,0.0232558139534883,0.0973032414396818,0.2161197948792516,0.1837513626613618,0.2485513584307633,0.0897091720357207,0.2472499331801409,0.2437558216863285,0.0870306790582178,0.372677996249965,1.0,1.0,1.0,1.0,1.0,1.0,-0.0034823610790988,0.0797115117823036,0.0106416474703399,-0.0245369738494471,-0.0119950743483639,0.1205768704938311,0
cutting_I,0.0242248062015503,0.1015875640709499,0.2344187765894914,0.2021796682987923,0.2170509412813294,0.0897091720357202,0.2650841054812617,0.2555363680537846,0.0870306790582174,0.3299831645537222,1.0,1.0,1.0,1.0,1.0,1.0,3.6362235157905154e-05,0.0707660415477335,0.0063317013653402,-0.0333564198290684,-0.0075596722553687,0.088605938153145,0
cutting_I,0.0251937984496124,0.0953373128654394,0.2289761805289968,0.2047667596869993,0.2780887148615228,0.0973032480277637,0.3067297010119084,0.2892012962594967,0.0923099666666727,0.4229525846816506,1.0,1.0,1.0,1.0,1.0,1.0,0.0022339660836378,0.0629686883796107,0.0024863663413602,-0.0374659566698324,-0.0049589132558643,0.0675816652591612,0
cutting_I,0.0261627906976744,0.0953373128654393,0.2344938611414223,0.2169846508517196,0.2677063067368168,0.0973032480277637,0.3070809028391182,0.2895882568268952,0.0923099666666727,0.4570436400267362,1.0,1.0,1.0,1.0,1.0,1.0,0.0042093409831654,0.0571088991641072,0.0110320097280168,-0.0448858154317811,-0.001217153131585,0.0505939067743579,0
