File_ID,Percent_Complete,IMotor_std,Z_Accel_std,VibRes_Accel_std,Trq_std,IMotor_HF_Noise,Z_Accel_HF_Noise,Z_HighFreq_RMS,IMotor_HighFreq_RMS,Trq_HighFreq_RMS,IMotor_std_Ratio_to_Past,Z_Accel_std_Ratio_to_Past,VibRes_Accel_std_Ratio_to_Past,Trq_std_Ratio_to_Past,IMotor_HighFreq_RMS_Ratio_to_Past,Z_HighFreq_RMS_Ratio_to_Past,IMotor_std_Trend,Z_Accel_std_Trend,VibRes_Accel_std_Trend,Trq_std_Trend,IMotor_HighFreq_RMS_Trend,Z_HighFreq_RMS_Trend
cutting_6,0.008305647840531562,0.061984970522789784,0.16542411582768352,0.24530458496378987,0.32676869155073246,0.09040037579423803,0.19744079113005472,0.1899365927576932,0.08565773384853628,0.46904157598234286,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.009136212624584718,0.05654962468752953,0.14718445257924137,0.1863765446526902,0.4164666186436128,0.06749982573466605,0.2016049024806304,0.19092438599668685,0.06446067073318605,0.6608075867199669,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.009966777408637873,0.05201942205600717,0.13615900326445102,0.1825115193539559,0.4164666186436128,0.06532104093036907,0.20128235394347385,0.19017197481163584,0.06217547736357877,0.6976149845485449,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.01079734219269103,0.05201942205600717,0.13276168437890787,0.1822739005373064,0.4067486256208427,0.07133436648336137,0.1883006919534491,0.1785504945486372,0.0672546856960416,0.629814787589706,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.011627906976744186,0.05201942205600717,0.13066690560374059,0.1617522681115685,0.3502380143083652,0.07133436648336136,0.1868161611058804,0.1762113926191008,0.0672546856960416,0.6110100926607787,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.012458471760797342,0.05201942205600717,0.13085875017378587,0.1538522236041215,0.35668224265054493,0.062490825572621346,0.16414287129807986,0.15750029849001146,0.05980302583820958,0.6036923425424944,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.013289036544850499,0.03715569675887315,0.2430964601049429,0.15664554526430272,0.3533962208186286,0.05439037076615682,0.2857796802628047,0.27665452414393055,0.05127973333333339,0.6036923425424944,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.014119601328903655,0.03715569675887315,0.24474931622798352,0.15574518414762303,0.37712361663282534,0.04622292698136336,0.3754797766616619,0.3544989793191531,0.044409551765958385,0.6146362971528591,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.014950166112956811,0.03243215102787839,0.24514538675225006,0.11098951880304214,0.38239014399199966,0.04622292698136337,0.374383108692842,0.3536057236753546,0.044409551765958385,0.6454972243679028,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.015780730897009966,0.03243215102787839,0.2444811338800023,0.1276284313853922,0.38064273129653864,0.04622292698136336,0.37780169992195745,0.3565328090197311,0.044409551765958385,0.5887840577551897,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_6,0.016611295681063124,0.03243215102787839,0.24326414789300388,0.14640744565664418,0.31073389830457115,0.05439037076615682,0.37683883022083364,0.35528705635141,0.05127973333333339,0.36055512754639896,1.0,1.0,1.0,1.0,1.0,1.0,-0.018361454571495815,0.024412608258147422,-0.08888632681212519,0.048320181540421725,-0.02998406711937633,0.06905717113987192
cutting_6,0.01744186046511628,0.03243215102787839,0.2510282424969351,0.14604001850947118,0.22110831935702677,0.04622292698136337,0.3814698670452806,0.3601952913520494,0.044409551765958385,0.28284271247461906,1.0,1.0,1.0,1.0,1.0,1.0,-0.018055529019830804,0.04391681887413787,-0.06345595927089728,-0.01606461193467701,-0.02139064745842397,0.0854903650559114
cutting_6,0.018272425249169437,0.024324113270908797,0.2532340337825346,0.16230532826140132,0.27162065049951156,0.038459800000000044,0.3934861084546975,0.3715077824704863,0.03626024717743788,0.3887301263230201,1.0,1.0,1.0,1.0,1.0,1.0,-0.018409101381956477,0.062339415572283396,-0.05436689656205801,-0.04549886326456726,-0.019687595501277272,0.10371011734364785
cutting_6,0.01910299003322259,0.03243215102787839,0.2516529762948719,0.16495558781478994,0.27100635498903797,0.04622292698136337,0.3944029671280699,0.371959738304432,0.044409551765958385,0.41766546953805567,1.0,1.0,1.0,1.0,1.0,1.0,-0.01915984922657727,0.07843542130843412,-0.05048448222109994,-0.06411841932979523,-0.02109462348952091,0.12599949754590262
cutting_6,0.019933554817275746,0.03715569675887315,0.2573396367266307,0.17095787299137308,0.27908580918579307,0.04622292698136336,0.4002124410997511,0.3776286394599921,0.044409551765958385,0.4281744192888377,1.0,1.0,1.0,1.0,1.0,1.0,-0.019921434201375432,0.09404577610248921,-0.042091047880046056,-0.06295871498078542,-0.02285264563967039,0.14837811611190427
cutting_6,0.020764119601328904,0.039721110639591516,0.2599701278387247,0.19599621157962346,0.26997942308422124,0.04622292698136337,0.3029070850265356,0.29857799959457343,0.044409551765958385,0.41633319989322665,1.0,1.0,1.0,1.0,1.0,1.0,-0.020668073639740166,0.10888699422848624,-0.03157805909587244,-0.06718641842026968,-0.022799055575350988,0.1670956644984837
cutting_6,0.02159468438538206,0.039721110639591516,0.11203772298901199,0.17747169224184575,0.27264140062238046,0.05439037076615682,0.17722076710833118,0.16759429872363088,0.05127973333333339,0.4068851871911235,1.0,1.0,1.0,1.0,1.0,1.0,-0.017943005992594303,0.08112579078351584,-0.025395497501984415,-0.07161919838022934,-0.020443629880693988,0.14246030848883906
cutting_6,0.022425249169435217,0.055326563858426644,0.11196769281290243,0.1822456469477297,0.24698178070456941,0.062490825572621346,0.1681378258586449,0.16012129326512323,0.05980302583820958,0.3681787005729087,1.0,1.0,1.0,1.0,1.0,1.0,-0.014274524588333434,0.056649524126594714,-0.019557945910288477,-0.08486727990508058,-0.01627894050655425,0.10299498288582215
cutting_6,0.023255813953488372,0.0659919126604533,0.10324930702643792,0.16770842178439146,0.23781411975649294,0.05372257781160961,0.16325126697261075,0.155003863777757,0.054027762647745434,0.37267799624996495,1.0,1.0,1.0,1.0,1.0,1.0,-0.008953736359394449,0.033706271628218126,-0.006434033109222692,-0.10009197264900399,-0.01327518677744196,0.06765705874722922
cutting_6,0.02408637873754153,0.06920184029812845,0.10490720339978878,0.18540596715904012,0.2558211180579986,0.049253904055493736,0.17901107077286532,0.16902231162807152,0.04755624432224091,0.38441875315569324,1.0,1.0,1.0,1.0,1.0,1.0,-0.003704917779824249,0.012812388246785322,0.003641447212251764,-0.11301306495961,-0.011326971409066834,0.036231109954559165
cutting_6,0.024916943521594685,0.07388828212278098,0.11049793456825312,0.16406719374173323,0.2790858091857931,0.07772997191712444,0.16919401628711536,0.15956482807481998,0.07378120133700128,0.380058475033046,1.1920354482642652,0.6679675089414105,0.6688305225356944,0.8540775674112085,0.8613489760009808,0.8400952431445412,0.0033959772791571433,-0.008248236292221822,0.01529713595147525,-0.11457439454687168,-0.005639024557179746,0.0001238407675284714
cutting_6,0.02574750830564784,0.073888282122781,0.10106616107895947,0.1536824836740034,0.24944382578492943,0.08284746216748291,0.14967137022162844,0.14134457609223722,0.07810933640363082,0.28867513459481287,1.2466956501885194,0.6465987902634895,0.7120185392886644,0.6712378229707723,1.0406363779480379,0.7422371100053877,0.009953337754612532,-0.03362882342578874,0.020095035082250384,-0.0922050139754228,-0.0002639341966897413,-0.03868832129398908
cutting_6,0.026578073089700997,0.0798415040176029,0.09111855769015022,0.1547893442882453,0.21186998109427607,0.0824105874401885,0.1498216621258159,0.14150667481160542,0.07994033099380375,0.23804761428476168,1.4043909131661332,0.6091252807157463,0.7560625052142038,0.5480804398762367,1.1296651169778067,0.7434247389467662,0.018274607707791768,-0.06154787408683557,0.021364055794190234,-0.08369548410153621,0.0066955972035609365,-0.07982201282576226
cutting_6,0.027408637873754152,0.07447344936855467,0.10282307796501745,0.17644564929763887,0.29608557321603274,0.09040037579423804,0.14127153491618322,0.13692299167969058,0.08565773384853628,0.34318767136623335,1.3384067675874172,0.7072598800162619,0.8861421708504464,0.7560674605993638,1.2256579895402515,0.7306617670071468,0.024437464644672273,-0.08831999311141739,0.02424489321472678,-0.06761333521565627,0.013104928804827047,-0.12266661186381572
cutting_6,0.02823920265780731,0.06772328259447827,0.0938939542624818,0.1870375228572376,0.3025814858109392,0.09040037579423806,0.16058591045377452,0.1514609890153976,0.08565773384853628,0.45582647770591145,1.233158106415,0.6591860453475336,0.9759645678944775,0.7893339865995099,1.2349615095047128,0.8180051473140352,0.02898059575794619,-0.11733183447012129,0.024932297713332746,-0.0581485470408844,0.01951426040609315,-0.16542510159236434
cutting_6,0.029069767441860465,0.05911946208614859,0.1624401392720216,0.17181654450877454,0.3091206165165235,0.08668809134509199,0.22741321936271014,0.21868314679619658,0.08173031631764453,0.4459696053419885,1.086048475541162,1.1560822693257675,0.9270084633428768,0.815847414677813,1.2060362149353197,1.2112109002144729,0.03215026204424346,-0.13999597109328546,0.01829993220869769,-0.045564145741021855,0.0247856842684869,-0.18752235698265823
cutting_6,0.029900332225913623,0.05911946208614859,0.1661258824855349,0.16929113191129042,0.3091206165165235,0.07956969662013479,0.28969689096542245,0.27314342658209184,0.07571693177034086,0.4459696053419885,1.1376378822105904,1.070643749525864,0.9340446369189868,0.823767120974349,1.1575337702242048,1.4059373207533827,0.03383355580082733,-0.12148128143204011,0.01539926147788781,-0.03384074213198274,0.027229404112187626,-0.16606142165478222
cutting_6,0.030730897009966777,0.055256546890128815,0.17726275470031802,0.1677076948770303,0.29533408577782255,0.07956969662013479,0.28349274932202845,0.2693719840759861,0.07571693177034086,0.44596960534198854,1.1025848572516475,1.0655205532745777,0.9418726333510627,0.7865375149764605,1.2059343088907568,1.2569497965425518,0.0320094673940422,-0.10167361290179047,0.011295419990807243,-0.015991328031831842,0.027281447298175637,-0.1356985839682929
