File_ID,Percent_Complete,IMotor_std,Z_Accel_std,VibRes_Accel_std,Trq_std,IMotor_HF_Noise,Z_Accel_HF_Noise,Z_HighFreq_RMS,IMotor_HighFreq_RMS,Trq_HighFreq_RMS,IMotor_std_Ratio_to_Past,Z_Accel_std_Ratio_to_Past,VibRes_Accel_std_Ratio_to_Past,Trq_std_Ratio_to_Past,IMotor_HighFreq_RMS_Ratio_to_Past,Z_HighFreq_RMS_Ratio_to_Past,IMotor_std_Trend,Z_Accel_std_Trend,VibRes_Accel_std_Trend,Trq_std_Trend,IMotor_HighFreq_RMS_Trend,Z_HighFreq_RMS_Trend
cutting_B,0.007320644216691069,0.04766867902511968,0.19841138891033322,0.2776975916743361,0.26161889160464785,0.046154999999998836,0.2878019026215964,0.27137525912389426,0.04351535131421903,0.30731814857642964,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.008052708638360176,0.0623044799614565,0.19916614459118917,0.28714042780081045,0.2936362072739366,0.05547138788301291,0.2946335198866246,0.27801238893464353,0.053295184103891446,0.3073181485764297,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.008784773060029283,0.0623044799614565,0.19970631461267715,0.27992108320599884,0.32041639575194447,0.06527299161599992,0.28472939767001343,0.270234169469955,0.06153996666667494,0.30731814857642964,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.00951683748169839,0.06454367426893352,0.18372510089271582,0.27381152876939435,0.3204163957519444,0.07216201448478518,0.28667684341268457,0.27056332845751796,0.0688037818534375,0.3214550253664319,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.010248901903367497,0.07784293784144798,0.18541887043289237,0.2824892989849381,0.3198958163736021,0.07692518000214475,0.28542915134945207,0.2694935031281573,0.0753710171199476,0.3214550253664319,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.010980966325036604,0.07784293784144798,0.15746122832921178,0.22231306033234072,0.30713731999438515,0.09730390024974518,0.19307245508775905,0.1872941912957771,0.09231057777988082,0.22360679774997896,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.01171303074670571,0.07784293784144798,0.13274220766923614,0.17550091158180015,0.28751811537130434,0.10320629888147476,0.1681301959152832,0.15862805802163726,0.0973038317336752,0.25166114784235827,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.012445095168374817,0.0875734834621885,0.13729541123964276,0.18614518872902241,0.279085809185793,0.10769572857440689,0.12968065582432795,0.12915461138688372,0.10205324832858284,0.28284271247461895,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.013177159590043924,0.09533803582382465,0.1037069433116786,0.18105043885163347,0.26583202716502513,0.10769572857440689,0.144281757982465,0.13629331580901888,0.10205324832858284,0.28480012484391765,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.013909224011713031,0.09778930824521766,0.08881654963838999,0.16503498320310456,0.2830390628713837,0.12211565337057453,0.10924898899457253,0.10456020575662035,0.11513174211647885,0.2603416558635551,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cutting_B,0.014641288433382138,0.09778930824521766,0.11146079780823692,0.16116804526243664,0.35276684147527876,0.1171697240642291,0.104001558464855,0.09916643792717059,0.1109438019634608,0.2494438257849294,1.0,1.0,1.0,1.0,1.0,1.0,0.03244847932414421,-0.04846143205774614,-0.056240095002188156,0.04135550751681194,0.044365288685242255,-0.08103523810515609
cutting_B,0.015373352855051245,0.08082693152629197,0.11456167082581731,0.1639545607554378,0.3238655413730965,0.1171697328179072,0.11039934083626902,0.10425809819581376,0.11094381120837603,0.3179797338056485,1.0,1.0,1.0,1.0,1.0,1.0,0.02698282401245935,-0.0572992572747113,-0.07328009976996258,0.02836978309208349,0.04524023500085451,-0.1017292320844137
